기준년도,시도명,시군구명,읍면동명,면적(㎢),세대수,인구수
2023,경기도,시흥시,매화동,11.2,5255,11549
2023,경기도,시흥시,목감동,17.57,17246,41286
2023,경기도,시흥시,군자동,8.04,9821,21616
2023,경기도,시흥시,정왕본동,8.32,12637,18637
2023,경기도,시흥시,정왕1동,6.55,13483,21929
2023,경기도,시흥시,정왕2동,4.78,11335,27694
2023,경기도,시흥시,정왕3동,6.23,11001,21921
2023,경기도,시흥시,정왕4동,0.9,7433,20002
2023,경기도,시흥시,거북섬동,6.12,5852,10398
2023,경기도,시흥시,배곧1동,2.6,12214,35285
2023,경기도,시흥시,배곧2동,2.3,15490,35452
2023,경기도,시흥시,과림동,7.65,1156,1806
2023,경기도,시흥시,연성동,10.05,9653,24156
2023,경기도,시흥시,능곡동,4.46,10404,25098
2023,경기도,시흥시,월곶동,8.0,8486,17301
2023,경기도,시흥시,장곡동,3.5,17336,44853
2023,경기도,파주시,,673.96,220158,497753
2023,경기도,파주시,문산읍,47.23,21586,46899
2023,경기도,파주시,파주읍,32.27,7794,14111
2023,경기도,파주시,법원읍,71.36,5474,9856
2023,경기도,파주시,조리읍,27.53,12637,28376
2023,경기도,파주시,월롱면,27.14,6560,8755
2023,경기도,파주시,탄현면,61.77,7159,13063
2023,경기도,파주시,광탄면,65.55,5759,10686
2023,경기도,파주시,파평면,39.04,2020,3658
2023,경기도,파주시,적성면,91.75,3596,6978
2023,경기도,파주시,군내면,43.29,237,558
2023,경기도,파주시,장단면,34.73,0,0
2023,경기도,파주시,진동면,43.07,78,161
2023,경기도,파주시,진서면,9.29,0,0
2023,경기도,파주시,교하동,28.44,3894,7415
2023,경기도,파주시,운정1동,5.29,19471,47598
2023,경기도,파주시,운정2동,3.21,24855,64860
2023,경기도,파주시,운정3동,3.9,27313,69456
2023,경기도,파주시,운정4동,6.42,10173,23220
2023,경기도,파주시,운정5동,5.44,16400,42855
2023,경기도,파주시,운정6동,2.92,9088,20427
2023,경기도,파주시,금촌1동,4.52,12359,21594
2023,경기도,파주시,금촌2동,2.72,12890,31506
2023,경기도,파주시,금촌3동,17.02,10815,25721
2023,경기도,의정부시,,81.55,209891,464213
2023,경기도,의정부시,의정부1동,1.95,23082,38966
2023,경기도,의정부시,의정부2동,2.48,15959,29574
2023,경기도,의정부시,호원1동,6.54,15247,34483
2023,경기도,의정부시,호원2동,4.18,13330,33020
2023,경기도,의정부시,장암동,8.94,8291,19007
2023,경기도,의정부시,신곡1동,2.56,16917,39419
2023,경기도,의정부시,신곡2동,2.82,18959,45401
2023,경기도,의정부시,송산1동,16.04,24173,57293
2023,경기도,의정부시,송산2동,1.42,13125,32012
2023,경기도,의정부시,송산3동,9.31,18022,45456
2023,경기도,의정부시,자금동,11.78,11803,25802
2023,경기도,의정부시,가능동,3.97,12074,24260
2023,경기도,의정부시,흥선동,5.74,9672,19368
2023,경기도,의정부시,녹양동,3.81,9237,20152
2023,경기도,김포시,,276.6,204594,486172
2023,경기도,김포시,통진읍,29.49,18031,34589
2023,경기도,김포시,고촌읍,25.03,18581,48397
2023,경기도,김포시,양촌읍,33.66,15537,30225
2023,경기도,김포시,대곶면,42.75,5484,9586
2023,경기도,김포시,월곶면,51.96,3057,5204
2023,경기도,김포시,하성면,54.84,4123,7918
2023,경기도,김포시,김포본동,11.8,22466,58564
2023,경기도,김포시,장기본동,2.61,13810,39254
2023,경기도,김포시,사우동,3.3,9569,21413
2023,경기도,김포시,풍무동,4.42,23351,60264
2023,경기도,김포시,장기동,3.61,16036,40770
2023,경기도,김포시,구래동,2.12,20839,45200
2023,경기도,김포시,마산동,3.03,15114,35481
2023,경기도,김포시,운양동,7.98,18596,49307
2023,경기도,광주시,,430.99,170845,391377
2023,경기도,광주시,초월읍,55.89,21895,50406
2023,경기도,광주시,곤지암읍,76.17,11328,22196
2023,경기도,광주시,도척면,52.16,5038,9325
2023,경기도,광주시,퇴촌면,60.7,7594,15778
2023,경기도,광주시,남종면,48.57,796,1423
2023,경기도,광주시,남한산성면,33.74,1148,2316
2023,경기도,광주시,오포1동,16.02,9185,21486
2023,경기도,광주시,오포2동,15.09,13606,33548
2023,경기도,광주시,신현동,8.14,16900,36543
2023,경기도,광주시,능평동,7.69,10288,23141
2023,경기도,광주시,경안동,3.19,13262,29055
2023,경기도,광주시,쌍령동,3.34,7114,17864
2023,경기도,광주시,송정동,5.09,9555,21202
2023,경기도,광주시,탄벌동,16.79,17116,40788
2023,경기도,광주시,광남1동,26.13,14274,32641
2023,경기도,광주시,광남2동,2.28,11746,33665
2023,경기도,광명시,,38.52,115114,280197
2023,경기도,광명시,광명1동,0.31,45,50
2023,경기도,광명시,광명2동,0.26,1534,2921
2023,경기도,광명시,광명3동,0.32,4904,9728
2023,경기도,광명시,광명4동,0.29,3526,7692
2023,경기도,광명시,광명5동,0.4,5159,12003
2023,경기도,광명시,광명6동,2.44,5220,13744
2023,경기도,광명시,광명7동,2.32,8832,22049
2023,경기도,광명시,철산1동,0.55,3857,10532
2023,경기도,광명시,철산2동,0.64,2968,5377
2023,경기도,광명시,철산3동,1.35,12725,36772
2023,경기도,광명시,철산4동,0.32,3702,9389
2023,경기도,광명시,하안1동,3.92,9871,25318
2023,경기도,광명시,하안2동,0.43,6494,13202
2023,경기도,광명시,하안3동,0.58,8681,19089
2023,경기도,광명시,하안4동,0.42,5053,11835
2023,경기도,광명시,소하1동,3.82,11382,30211
2023,경기도,광명시,소하2동,3.81,10981,26637
2023,경기도,광명시,일직동,3.44,9190,21744
2023,경기도,광명시,학온동,12.9,990,1904
2023,경기도,군포시,,36.42,113032,261229
2023,경기도,군포시,군포1동,3.7,15424,32198
2023,경기도,군포시,군포2동,2.95,16221,42016
2023,경기도,군포시,산본1동,0.75,8448,14994
2023,경기도,군포시,산본2동,1.17,9863,25557
2023,경기도,군포시,금정동,1.26,9822,19498
2023,경기도,군포시,재궁동,0.87,8319,17551
2023,경기도,군포시,오금동,1.07,8650,20490
2023,경기도,군포시,수리동,2.73,7033,15470
2023,경기도,군포시,궁내동,1.68,6934,19898
2023,경기도,군포시,대야동,12.8,3833,9299
2023,경기도,군포시,광정동,1.9,10291,23784
2023,경기도,군포시,송부동,5.54,8194,20474
2023,경기도,하남시,,92.99,141764,329861
2023,경기도,하남시,천현동,34.92,3604,6407
2023,경기도,하남시,신장1동,0.24,3954,6919
2023,경기도,하남시,신장2동,4.12,19079,45773
2023,경기도,하남시,덕풍1동,1.0,6445,14468
2023,경기도,하남시,덕풍2동,0.51,8729,18023
2023,경기도,하남시,덕풍3동,2.01,10826,25110
2023,경기도,하남시,감북동,4.52,1574,2812
2023,경기도,하남시,감일동,5.7,14650,39515
2023,경기도,하남시,위례동,4.77,12248,35093
2023,경기도,하남시,춘궁동,14.49,1159,1853
2023,경기도,하남시,초이동,6.13,1827,3209
2023,경기도,하남시,미사1동,6.87,27973,53929
2023,경기도,하남시,미사2동,5.05,18628,46901
2023,경기도,하남시,미사3동,2.66,11068,29849
2023,경기도,오산시,,42.69,104437,229656
2023,경기도,오산시,중앙동,3.66,14177,34687
2023,경기도,오산시,남촌동,6.05,15152,23440
2023,경기도,오산시,신장동,7.02,25494,59566
2023,경기도,오산시,세마동,13.31,13145,31763
2023,경기도,오산시,초평동,6.47,7847,16504
2023,경기도,오산시,대원동,6.2,28622,63696
2023,경기도,양주시,,310.49,117518,268026
2023,경기도,양주시,백석읍,41.5,11642,25144
2023,경기도,양주시,은현면,34.54,3062,5455
2023,경기도,양주시,남면,36.52,3697,6443
2023,경기도,양주시,광적면,48.45,5786,11124
2023,경기도,양주시,장흥면,63.63,6150,11807
2023,경기도,양주시,양주1동,23.65,2483,4780
2023,경기도,양주시,양주2동,19.09,20507,50618
2023,경기도,양주시,회천1동,9.83,4490,9044
2023,경기도,양주시,회천2동,11.15,16258,36591
2023,경기도,양주시,회천3동,4.31,10847,25469
2023,경기도,양주시,옥정1동,13.51,12985,29472
2023,경기도,양주시,옥정2동,4.25,19611,52079
2023,경기도,이천시,,461.46,103793,222098
2023,경기도,이천시,장호원읍,60.44,6682,14122
2023,경기도,이천시,부발읍,41.87,16594,36495
2023,경기도,이천시,신둔면,36.46,6689,14011
2023,경기도,이천시,백사면,32.57,5170,11432
2023,경기도,이천시,호법면,37.94,3197,5924
2023,경기도,이천시,마장면,51.39,8005,15700
2023,경기도,이천시,대월면,31.46,7711,14334
2023,경기도,이천시,모가면,40.99,2231,4152
2023,경기도,이천시,설성면,51.7,2482,4501
2023,경기도,이천시,율면,36.77,1467,2582
2023,경기도,이천시,창전동,1.13,8382,16018
2023,경기도,이천시,증포동,8.92,21348,57574
2023,경기도,이천시,중리동,22.05,9003,15644
2023,경기도,이천시,관고동,7.76,4832,9609
2023,경기도,구리시,,33.34,80450,187093
2023,경기도,구리시,갈매동,3.97,12244,30205
2023,경기도,구리시,동구동,7.38,13683,35874
2023,경기도,구리시,인창동,2.04,9645,23803
2023,경기도,구리시,교문1동,7.56,7988,15035
2023,경기도,구리시,교문2동,1.15,7906,21197
2023,경기도,구리시,수택1동,1.26,7764,15143
2023,경기도,구리시,수택2동,0.62,11836,24626
2023,경기도,구리시,수택3동,9.35,9384,21210
2023,경기도,안성시,,553.51,91026,189034
2023,경기도,안성시,공도읍,31.93,26978,61350
2023,경기도,안성시,보개면,53.0,2560,5110
2023,경기도,안성시,금광면,71.64,3700,7341
2023,경기도,안성시,서운면,36.35,1611,3081
2023,경기도,안성시,미양면,33.63,2973,5533
2023,경기도,안성시,대덕면,31.18,8440,15207
2023,경기도,안성시,양성면,53.15,2718,5131
2023,경기도,안성시,원곡면,37.91,3571,6495
2023,경기도,안성시,일죽면,55.56,3871,7279
2023,경기도,안성시,죽산면,57.28,3801,6834
2023,경기도,안성시,삼죽면,39.12,2261,3739
2023,경기도,안성시,고삼면,27.79,1031,1887
2023,경기도,안성시,안성1동,6.55,5710,11802
2023,경기도,안성시,안성2동,10.14,12369,26165
2023,경기도,안성시,안성3동,8.27,9432,22080
2023,경기도,포천시,,827.17,72876,143323
2023,경기도,포천시,소흘읍,46.28,19620,43405
2023,경기도,포천시,군내면,36.17,4441,8616
2023,경기도,포천시,내촌면,52.75,2546,4325
2023,경기도,포천시,가산면,35.9,4197,7237
2023,경기도,포천시,신북면,95.98,6309,11721
2023,경기도,포천시,창수면,71.74,1178,2063
2023,경기도,포천시,영중면,61.31,2663,4630
2023,경기도,포천시,일동면,83.38,4913,9103
2023,경기도,포천시,이동면,112.9,3200,5714
2023,경기도,포천시,영북면,81.69,4286,7753
2023,경기도,포천시,관인면,70.01,1451,2564
2023,경기도,포천시,화현면,43.58,1393,2575
2023,경기도,포천시,포천동,11.35,9233,19242
2023,경기도,포천시,선단동,23.91,7446,14375
2023,경기도,의왕시,,54.03,64402,158870
2023,경기도,의왕시,고천동,8.88,6206,13541
2023,경기도,의왕시,부곡동,11.27,12509,28964
2023,경기도,의왕시,오전동,6.72,14192,37190
2023,경기도,의왕시,내손1동,2.55,8184,20134
2023,경기도,의왕시,내손2동,2.51,7883,21702
2023,경기도,의왕시,청계동,22.1,15428,37339
2023,경기도,양평군,,877.82,61811,125238
2023,경기도,양평군,양평읍,42.23,16298,35613
2023,경기도,양평군,강상면,37.9,4661,10032
2023,경기도,양평군,강하면,41.3,2662,4880
2023,경기도,양평군,양서면,59.6,6786,13900
2023,경기도,양평군,옥천면,66.69,4187,8105
2023,경기도,양평군,서종면,92.73,5119,10031
2023,경기도,양평군,단월면,107.77,2124,3928
2023,경기도,양평군,청운면,96.64,2167,3781
2023,경기도,양평군,양동면,120.35,2456,4572
2023,경기도,양평군,지평면,77.69,3716,6833
2023,경기도,양평군,용문면,102.58,8962,18449
2023,경기도,양평군,개군면,32.34,2673,5114
2023,경기도,여주시,,608.21,55514,114412
2023,경기도,여주시,가남읍,75.29,7396,14468
2023,경기도,여주시,점동면,71.8,2315,4736
2023,경기도,여주시,흥천면,44.15,2556,5019
2023,경기도,여주시,금사면,41.78,1604,2918
2023,경기도,여주시,세종대왕면,52.98,3032,5915
2023,경기도,여주시,대신면,75.8,3615,6663
2023,경기도,여주시,북내면,65.8,2451,4729
2023,경기도,여주시,강천면,74.41,2344,4311
2023,경기도,여주시,산북면,32.82,1228,2477
2023,경기도,여주시,여흥동,38.73,10339,20917
2023,경기도,여주시,중앙동,17.78,10695,24255
2023,경기도,여주시,오학동,16.88,7939,18004
2023,경기도,동두천시,,95.67,43366,88626
2023,경기도,동두천시,생연1동,2.16,3241,6390
2023,경기도,동두천시,생연2동,0.72,5033,10993
2023,경기도,동두천시,중앙동,0.85,2905,4523
2023,경기도,동두천시,보산동,13.68,1548,2707
2023,경기도,동두천시,불현동,33.37,12016,25385
2023,경기도,동두천시,송내동,5.52,11388,25103
2023,경기도,동두천시,소요동,31.32,4441,8539
2023,경기도,동두천시,상패동,8.05,2794,4986
2023,경기도,과천시,,35.87,29194,81000
2023,경기도,과천시,중앙동,6.99,4194,11343
2023,경기도,과천시,원문동,2.21,5106,15414
2023,경기도,과천시,갈현동,2.28,3380,11410
2023,경기도,과천시,별양동,0.65,5286,14658
2023,경기도,과천시,부림동,0.4,5364,14659
2023,경기도,과천시,과천동,10.78,3103,6667
2023,경기도,과천시,문원동,12.56,2761,6849
2023,경기도,가평군,,842.82,32606,62302
2023,경기도,가평군,가평읍,144.86,10277,20656
2023,경기도,가평군,설악면,141.65,5278,9645
2023,경기도,가평군,청평면,112.23,7322,13497
2023,경기도,가평군,상면,99.96,3161,5490
2023,경기도,가평군,조종면,113.02,4384,9353
2023,경기도,가평군,북면,231.1,2184,3661
2023,경기도,연천군,,677.94,21943,41584
2023,경기도,연천군,연천읍,87.96,4131,7827
2023,경기도,연천군,전곡읍,55.21,8771,18055
2023,경기도,연천군,군남면,45.63,1645,2974
2023,경기도,연천군,청산면,43.72,2493,4176
2023,경기도,연천군,백학면,67.51,1367,2508
2023,경기도,연천군,미산면,41.34,974,1705
2023,경기도,연천군,왕징면,71.52,568,986
2023,경기도,연천군,신서면,148.35,1518,2475
2023,경기도,연천군,중면,80.9,95,164
2023,경기도,연천군,장남면,35.79,381,714
2022,경기도,여주시,북내면,65.8,2420,4792
2022,경기도,여주시,강천면,74.41,2330,4335
2022,경기도,여주시,산북면,32.82,1247,2522
2022,경기도,여주시,여흥동,38.73,10301,21405
2022,경기도,여주시,중앙동,17.78,8952,20981
2022,경기도,여주시,오학동,16.88,7999,18468
2022,경기도,동두천시,,95.67,43973,91546
2022,경기도,동두천시,생연1동,2.16,3330,6692
2022,경기도,동두천시,생연2동,0.72,5180,11529
2022,경기도,동두천시,중앙동,0.85,2986,4713
2022,경기도,동두천시,보산동,13.68,1619,2872
2022,경기도,동두천시,불현동,33.37,12165,26240
2022,경기도,동두천시,송내동,5.52,11360,25472
2022,경기도,동두천시,소요동,31.32,4491,8846
2022,경기도,동두천시,상패동,8.05,2842,5182
2022,경기도,과천시,,35.87,28726,78137
2022,경기도,과천시,중앙동,6.99,4007,10947
2022,경기도,과천시,갈현동,4.36,6927,21452
2022,경기도,과천시,별양동,0.68,5235,14585
2022,경기도,과천시,부림동,0.37,5416,14892
2022,경기도,과천시,과천동,10.78,4270,8948
2022,경기도,과천시,문원동,12.69,2871,7313
2022,경기도,가평군,,843.58,32140,62150
2022,경기도,가평군,가평읍,144.86,9532,19539
2022,경기도,가평군,설악면,141.65,5297,9691
2022,경기도,가평군,청평면,112.27,7396,13874
2022,경기도,가평군,상면,100.54,3218,5639
2022,경기도,가평군,조종면,113.06,4442,9595
2022,경기도,가평군,북면,231.2,2255,3812
2022,경기도,연천군,,677.58,21858,42062
2022,경기도,연천군,연천읍,87.96,3841,7334
2022,경기도,연천군,전곡읍,55.2,8872,18690
2022,경기도,연천군,군남면,45.64,1695,3079
2022,경기도,연천군,청산면,43.72,2503,4217
2022,경기도,연천군,백학면,67.38,1366,2527
2022,경기도,연천군,미산면,41.33,966,1706
2022,경기도,연천군,왕징면,71.42,573,997
2022,경기도,연천군,신서면,148.4,1562,2610
2022,경기도,연천군,중면,80.76,103,178
2022,경기도,연천군,장남면,35.77,377,724
2022,경기도,안성시,금광면,71.67,3623,7311
2022,경기도,안성시,서운면,36.35,1647,3193
2022,경기도,안성시,미양면,33.64,3026,5714
2022,경기도,안성시,대덕면,31.17,8546,15490
2022,경기도,안성시,양성면,53.15,2698,5145
2022,경기도,안성시,원곡면,37.9,3584,6608
2022,경기도,안성시,일죽면,55.56,3888,7351
2022,경기도,안성시,죽산면,57.28,3802,6848
2022,경기도,안성시,삼죽면,39.11,2146,3700
2022,경기도,안성시,고삼면,27.79,1035,1895
2022,경기도,안성시,안성1동,6.55,5767,12052
2022,경기도,안성시,안성2동,10.14,12265,26162
2022,경기도,안성시,안성3동,8.27,9379,22206
2022,경기도,구리시,,33.33,80424,188701
2022,경기도,구리시,갈매동,3.97,12017,30098
2022,경기도,구리시,동구동,7.38,13748,36464
2022,경기도,구리시,인창동,2.04,9233,22913
2022,경기도,구리시,교문1동,7.56,8308,15724
2022,경기도,구리시,교문2동,1.15,7912,21323
2022,경기도,구리시,수택1동,1.26,7834,15453
2022,경기도,구리시,수택2동,0.62,11915,25090
2022,경기도,구리시,수택3동,9.35,9457,21636
2022,경기도,의왕시,,54.03,64839,160221
2022,경기도,의왕시,고천동,8.88,6525,13738
2022,경기도,의왕시,부곡동,11.27,12031,28014
2022,경기도,의왕시,오전동,6.72,14718,38715
2022,경기도,의왕시,내손1동,2.55,8206,20348
2022,경기도,의왕시,내손2동,2.51,7985,21925
2022,경기도,의왕시,청계동,22.1,15374,37481
2022,경기도,포천시,,826.95,73438,146701
2022,경기도,포천시,소흘읍,46.28,19645,44448
2022,경기도,포천시,군내면,36.17,4311,8452
2022,경기도,포천시,내촌면,52.75,2616,4459
2022,경기도,포천시,가산면,35.9,4272,7452
2022,경기도,포천시,신북면,95.98,6472,12258
2022,경기도,포천시,창수면,71.74,1160,2065
2022,경기도,포천시,영중면,61.31,2666,4676
2022,경기도,포천시,일동면,83.38,5014,9353
2022,경기도,포천시,이동면,112.9,3290,6010
2022,경기도,포천시,영북면,81.69,4381,8100
2022,경기도,포천시,관인면,70.01,1474,2627
2022,경기도,포천시,화현면,43.58,1433,2694
2022,경기도,포천시,포천동,11.35,9114,19325
2022,경기도,포천시,선단동,23.91,7590,14782
2022,경기도,양평군,,877.78,59788,122323
2022,경기도,양평군,양평읍,42.23,14526,32200
2022,경기도,양평군,강상면,37.89,4725,10286
2022,경기도,양평군,강하면,41.3,2650,4893
2022,경기도,양평군,양서면,59.61,6741,13983
2022,경기도,양평군,옥천면,66.69,4231,8299
2022,경기도,양평군,서종면,92.73,5157,10076
2022,경기도,양평군,단월면,107.74,2129,3903
2022,경기도,양평군,청운면,96.63,2162,3813
2022,경기도,양평군,양동면,120.35,2417,4611
2022,경기도,양평군,지평면,77.69,3758,7019
2022,경기도,양평군,용문면,102.57,8609,18012
2022,경기도,양평군,개군면,32.35,2683,5228
2022,경기도,여주시,,608.29,53946,113150
2022,경기도,여주시,가남읍,75.29,7455,14839
2022,경기도,여주시,점동면,71.8,2324,4810
2022,경기도,여주시,흥천면,44.15,2551,5098
2022,경기도,여주시,금사면,41.79,1610,2968
2022,경기도,여주시,세종대왕면,52.98,3081,6084
2022,경기도,여주시,대신면,75.86,3676,6848
2022,경기도,광명시,광명6동,2.44,4849,12703
2022,경기도,광명시,광명7동,2.31,8413,20731
2022,경기도,광명시,철산1동,0.55,3912,10682
2022,경기도,광명시,철산2동,0.64,3078,5611
2022,경기도,광명시,철산3동,1.35,13047,37391
2022,경기도,광명시,철산4동,0.33,4739,11381
2022,경기도,광명시,하안1동,3.92,9851,25504
2022,경기도,광명시,하안2동,0.43,6514,13504
2022,경기도,광명시,하안3동,0.58,8732,19412
2022,경기도,광명시,하안4동,0.42,5059,12142
2022,경기도,광명시,소하1동,3.81,11609,30852
2022,경기도,광명시,소하2동,3.8,11330,27688
2022,경기도,광명시,일직동,3.48,9084,21690
2022,경기도,광명시,학온동,12.89,1037,2003
2022,경기도,군포시,,36.42,113878,266213
2022,경기도,군포시,군포1동,3.7,15690,32888
2022,경기도,군포시,군포2동,2.95,16398,42970
2022,경기도,군포시,산본1동,0.75,8560,15470
2022,경기도,군포시,산본2동,1.17,9875,25896
2022,경기도,군포시,금정동,1.26,9801,19644
2022,경기도,군포시,재궁동,0.87,8414,18068
2022,경기도,군포시,오금동,1.07,8652,20946
2022,경기도,군포시,수리동,2.73,7107,15893
2022,경기도,군포시,궁내동,1.68,6956,20135
2022,경기도,군포시,대야동,12.8,3916,9530
2022,경기도,군포시,광정동,1.9,10300,24106
2022,경기도,군포시,송부동,5.54,8209,20667
2022,경기도,양주시,,310.43,106361,243432
2022,경기도,양주시,백석읍,41.5,11769,25885
2022,경기도,양주시,은현면,34.54,3109,5642
2022,경기도,양주시,남면,36.52,3858,6839
2022,경기도,양주시,광적면,48.45,5967,11628
2022,경기도,양주시,장흥면,63.63,5916,11421
2022,경기도,양주시,양주1동,23.65,2602,5004
2022,경기도,양주시,양주2동,19.09,20237,51105
2022,경기도,양주시,회천1동,9.83,4690,9499
2022,경기도,양주시,회천2동,11.15,11910,27253
2022,경기도,양주시,회천3동,4.31,10940,26614
2022,경기도,양주시,회천4동,17.76,25363,62542
2022,경기도,오산시,,42.71,103552,229849
2022,경기도,오산시,중앙동,3.66,14270,35233
2022,경기도,오산시,남촌동,6.05,13965,20540
2022,경기도,오산시,신장동,7.02,25652,60665
2022,경기도,오산시,세마동,13.31,13019,31868
2022,경기도,오산시,초평동,6.47,7854,16775
2022,경기도,오산시,대원동,6.2,28792,64768
2022,경기도,이천시,,461.45,102618,222721
2022,경기도,이천시,장호원읍,60.44,6660,14348
2022,경기도,이천시,부발읍,41.87,16157,36245
2022,경기도,이천시,신둔면,36.46,6685,14112
2022,경기도,이천시,백사면,32.57,5147,11492
2022,경기도,이천시,호법면,37.94,3207,6029
2022,경기도,이천시,마장면,51.39,7917,15631
2022,경기도,이천시,대월면,31.46,7702,14420
2022,경기도,이천시,모가면,40.99,2273,4306
2022,경기도,이천시,설성면,51.7,2502,4611
2022,경기도,이천시,율면,36.77,1461,2609
2022,경기도,이천시,창전동,1.13,8563,16673
2022,경기도,이천시,증포동,8.92,20935,57247
2022,경기도,이천시,중리동,22.05,8527,15128
2022,경기도,이천시,관고동,7.76,4882,9870
2022,경기도,안성시,,553.53,89951,188842
2022,경기도,안성시,공도읍,31.94,25910,59930
2022,경기도,안성시,보개면,53.01,2635,5237
2022,경기도,김포시,대곶면,42.75,5658,9948
2022,경기도,김포시,월곶면,51.96,3108,5357
2022,경기도,김포시,하성면,54.84,4200,8086
2022,경기도,김포시,김포본동,11.81,22606,59453
2022,경기도,김포시,장기본동,2.61,13677,38938
2022,경기도,김포시,사우동,3.3,9724,21917
2022,경기도,김포시,풍무동,4.42,23503,60656
2022,경기도,김포시,장기동,3.61,16166,41191
2022,경기도,김포시,구래동,2.12,20638,45354
2022,경기도,김포시,마산동,3.03,15252,35950
2022,경기도,김포시,운양동,7.98,18559,49213
2022,경기도,의정부시,,81.55,208352,463724
2022,경기도,의정부시,의정부1동,1.95,22394,37444
2022,경기도,의정부시,의정부2동,2.48,16078,30210
2022,경기도,의정부시,호원1동,6.54,15376,35172
2022,경기도,의정부시,호원2동,4.18,13483,33802
2022,경기도,의정부시,장암동,8.94,8360,19454
2022,경기도,의정부시,신곡1동,2.56,17205,40638
2022,경기도,의정부시,신곡2동,2.82,19139,46399
2022,경기도,의정부시,송산1동,16.04,21694,50041
2022,경기도,의정부시,송산2동,1.42,13201,32662
2022,경기도,의정부시,송산3동,9.31,18057,46285
2022,경기도,의정부시,자금동,11.78,12045,26532
2022,경기도,의정부시,가능동,3.97,12402,25098
2022,경기도,의정부시,흥선동,5.74,9496,19149
2022,경기도,의정부시,녹양동,3.81,9422,20838
2022,경기도,광주시,,430.99,170497,391462
2022,경기도,광주시,초월읍,55.89,21026,48213
2022,경기도,광주시,곤지암읍,76.17,11486,22786
2022,경기도,광주시,도척면,52.16,5060,9446
2022,경기도,광주시,퇴촌면,60.7,7604,15849
2022,경기도,광주시,남종면,48.57,819,1470
2022,경기도,광주시,남한산성면,33.74,1198,2373
2022,경기도,광주시,오포1동,16.02,9267,21317
2022,경기도,광주시,오포2동,15.09,13725,34245
2022,경기도,광주시,신현동,8.14,17019,36941
2022,경기도,광주시,능평동,7.69,10352,23481
2022,경기도,광주시,경안동,3.19,13388,29445
2022,경기도,광주시,쌍령동,3.34,7162,18154
2022,경기도,광주시,송정동,5.09,9648,21577
2022,경기도,광주시,탄벌동,16.79,16343,38680
2022,경기도,광주시,광남1동,23.5,14776,34157
2022,경기도,광주시,광남2동,4.91,11624,33328
2022,경기도,하남시,,92.99,140415,326059
2022,경기도,하남시,천현동,34.92,3914,6991
2022,경기도,하남시,신장1동,0.24,3764,6695
2022,경기도,하남시,신장2동,4.12,19337,46245
2022,경기도,하남시,덕풍1동,1.0,6709,14912
2022,경기도,하남시,덕풍2동,0.51,8987,18441
2022,경기도,하남시,덕풍3동,2.01,10812,25312
2022,경기도,하남시,풍산동,2.66,11115,29852
2022,경기도,하남시,감북동,4.52,1513,2728
2022,경기도,하남시,감일동,5.7,13033,35613
2022,경기도,하남시,위례동,4.77,11105,31760
2022,경기도,하남시,춘궁동,14.49,1849,3200
2022,경기도,하남시,초이동,6.13,1940,3383
2022,경기도,하남시,미사1동,6.87,27710,53680
2022,경기도,하남시,미사2동,5.05,18627,47247
2022,경기도,광명시,,38.52,118493,287945
2022,경기도,광명시,광명1동,0.31,56,62
2022,경기도,광명시,광명2동,0.26,1555,2970
2022,경기도,광명시,광명3동,0.32,4880,9704
2022,경기도,광명시,광명4동,0.29,5612,11885
2022,경기도,광명시,광명5동,0.4,5136,12030
2022,경기도,안양시 만안구,박달2동,6.95,8008,21976
2022,경기도,안양시 동안구,,21.94,124925,313834
2022,경기도,안양시 동안구,비산1동,1.82,10279,27815
2022,경기도,안양시 동안구,비산2동,0.46,5165,14627
2022,경기도,안양시 동안구,비산3동,5.57,5261,11745
2022,경기도,안양시 동안구,부흥동,0.5,6332,16661
2022,경기도,안양시 동안구,달안동,0.44,5409,10200
2022,경기도,안양시 동안구,관양1동,3.2,15591,34653
2022,경기도,안양시 동안구,관양2동,1.79,8766,18579
2022,경기도,안양시 동안구,부림동,0.86,12175,26174
2022,경기도,안양시 동안구,평촌동,0.82,4928,14236
2022,경기도,안양시 동안구,평안동,0.64,8096,23170
2022,경기도,안양시 동안구,귀인동,0.64,5113,16397
2022,경기도,안양시 동안구,호계1동,1.03,7055,18221
2022,경기도,안양시 동안구,호계2동,1.43,7572,19227
2022,경기도,안양시 동안구,호계3동,0.75,8969,23300
2022,경기도,안양시 동안구,범계동,0.64,5829,15488
2022,경기도,안양시 동안구,신촌동,0.66,4484,12589
2022,경기도,안양시 동안구,갈산동,0.69,3901,10752
2022,경기도,시흥시,,139.93,223534,512912
2022,경기도,시흥시,대야동,9.42,18428,43239
2022,경기도,시흥시,신천동,3.44,16393,35213
2022,경기도,시흥시,신현동,12.65,4416,9633
2022,경기도,시흥시,은행동,6.41,20805,55672
2022,경기도,시흥시,매화동,11.21,5313,11931
2022,경기도,시흥시,목감동,17.56,17240,41852
2022,경기도,시흥시,군자동,8.04,9389,21032
2022,경기도,시흥시,정왕본동,9.97,13386,19807
2022,경기도,시흥시,정왕1동,6.55,13786,22761
2022,경기도,시흥시,정왕2동,8.54,14148,31733
2022,경기도,시흥시,정왕3동,6.18,11174,22705
2022,경기도,시흥시,정왕4동,0.9,7452,20501
2022,경기도,시흥시,배곧1동,2.6,12171,35459
2022,경기도,시흥시,배곧2동,2.3,15380,35456
