way_id,highway,road_name,length_m,boundary_validation_status,traffic_match,traffic_source_type,traffic_match_method,traffic_available,vol_mean,vol_mean_display,spd_mean,trvlTime_mean,traffic_rows_used,centroid_lon,centroid_lat
381700251,residential,청계3로,190.43,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,127.00269273,37.39496708
381700252,living_street,,139.16,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,127.00269429,37.39468812
381700253,residential,청계1로,155.73,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,127.00045513,37.39081923
381700254,residential,,23.47,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.999552,37.39113115
381700255,residential,청계1로,143.65,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.99888177,37.39166134
381700256,residential,한직골길,256.27,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.99895615,37.38933191
381700257,living_street,,151.49,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.9989538,37.38911777
381700258,living_street,양지편1로,430.14,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.99380572,37.39092261
381700259,residential,양지편1로,131.16,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.99429387,37.3907436
381700260,living_street,양지편1로,96.91,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.99364885,37.39071655
381700261,living_street,양지편1로,88.87,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.99392921,37.39110656
381700262,residential,양지편2로,210.32,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.995502,37.38977513
381700263,residential,새터길,772.0,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.99677655,37.39445439
381700266,residential,양지편로,468.29,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.99358573,37.39150732
381700267,residential,,325.52,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.99582592,37.39265203
381707828,service,,340.46,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.98969847,37.39479221
382443747,tertiary,왕곡로,116.27,inside,inferred,inferred,inferred_nearest_family,yes,0,0,17.5,4.5,4,126.98311724,37.34581611
391671348,tertiary,포일세거리로,437.41,inside,inferred,inferred,inferred_nearest_family,yes,0,0,17.5,4.5,4,126.98604367,37.39692791
391671349,tertiary,성고개로,476.26,inside,inferred,inferred,inferred_nearest_family,yes,0,0,17.5,4.5,4,126.99015578,37.40410663
392125733,trunk_link,,245.88,inside,inferred,inferred,inferred_nearest_family,yes,0,0,57.511,25.275,131,126.99789275,37.37036708
392125734,trunk_link,,542.9,inside,inferred,inferred,inferred_nearest_family,yes,0,0,57.511,25.275,131,126.99970375,37.36982947
392125735,trunk_link,,38.44,inside,inferred,inferred,inferred_nearest_family,yes,0,0,57.511,25.275,131,126.9992866,37.36822855
392125736,trunk,봉담과천로,337.79,inside,matched,observed,route_name_match,yes,0,0,57.511,25.275,131,126.99538403,37.35622663
392125737,trunk_link,,73.98,inside,inferred,inferred,inferred_nearest_family,yes,0,0,57.511,25.275,131,126.99853802,37.36909369
392125738,trunk_link,,103.04,inside,inferred,inferred,inferred_nearest_family,yes,0,0,57.511,25.275,131,127.00177183,37.36966742
392125740,trunk_link,,159.5,inside,inferred,inferred,inferred_nearest_family,yes,0,0,57.511,25.275,131,126.99977064,37.36907745
392125741,trunk_link,,219.98,inside,inferred,inferred,inferred_nearest_family,yes,0,0,57.511,25.275,131,127.00013753,37.3690626
393913112,tertiary,내손중앙로,308.61,inside,inferred,inferred,inferred_nearest_family,yes,0,0,17.5,4.5,4,126.98214888,37.38536145
393913113,tertiary,내손순환로,604.35,inside,inferred,inferred,inferred_nearest_family,yes,0,0,17.5,4.5,4,126.97625892,37.38599821
393913114,tertiary,내손순환로,361.99,inside,inferred,inferred,inferred_nearest_family,yes,0,0,17.5,4.5,4,126.98175464,37.38962
396671499,trunk,봉담과천로,76.58,inside,matched,observed,route_name_match,yes,0,0,57.511,25.275,131,126.9976385,37.37331965
396671500,trunk,봉담과천로,76.89,inside,matched,observed,route_name_match,yes,0,0,57.511,25.275,131,126.9974618,37.37322715
396671501,trunk,봉담과천로,212.1,inside,matched,observed,route_name_match,yes,0,0,57.511,25.275,131,126.99801299,37.37053147
396671502,trunk,봉담과천로,518.37,inside,matched,observed,route_name_match,yes,0,0,57.511,25.275,131,126.99817362,37.37068586
402759112,primary,안양판교로,76.41,inside,matched,observed,route_name_alias_match,yes,0,0,34.698,28.876,129,127.0300228,37.39324525
402759115,primary,안양판교로,154.27,inside,matched,observed,route_no_ref_match,yes,0,0,35.356,29.722,205,127.03043742,37.39331173
402759119,primary,안양판교로,1464.39,crossing_boundary,matched,observed,route_no_ref_match,yes,0,0,35.356,29.722,205,127.03837206,37.39287552
402759120,primary,안양판교로,512.16,inside,matched,observed,route_no_ref_match,yes,0,0,35.356,29.722,205,127.00681697,37.39094636
403116023,tertiary,백운호수삼거리지하차도,94.19,inside,inferred,inferred,inferred_nearest_family,yes,0,0,17.5,4.5,4,126.998374,37.378712
403116024,tertiary,문화예술로,15.83,inside,inferred,inferred,inferred_nearest_family,yes,0,0,17.5,4.5,4,126.99898675,37.3787961
403953816,trunk,봉담과천로,74.7,inside,matched,observed,route_name_match,yes,0,0,57.511,25.275,131,126.982627,37.3457495
403953819,trunk,봉담과천로,76.0,inside,matched,observed,route_name_match,yes,0,0,57.511,25.275,131,126.98287715,37.3457299
403953822,trunk,봉담과천로,238.26,inside,matched,observed,route_name_match,yes,0,0,57.511,25.275,131,126.97978165,37.34266085
403953823,trunk,봉담과천로,276.49,inside,matched,observed,route_name_match,yes,0,0,57.511,25.275,131,126.98067827,37.34380115
406851692,motorway,수도권제1순환고속도로,323.39,inside,matched,observed,route_name_match,yes,15.786,15.786,64.928,44.817,542,127.01226554,37.39144832
406851693,motorway,수도권제1순환고속도로,321.25,inside,matched,observed,route_name_match,yes,15.786,15.786,64.928,44.817,542,127.01220812,37.39159776
406851694,motorway,수도권제1순환고속도로,352.41,inside,matched,observed,route_name_match,yes,15.786,15.786,64.928,44.817,542,127.0061334,37.38874723
406851695,motorway,수도권제1순환고속도로,636.62,inside,matched,observed,route_name_match,yes,15.786,15.786,64.928,44.817,542,127.00758683,37.38926007
406851699,tertiary,학현로,157.76,inside,inferred,inferred,inferred_nearest_family,yes,0,0,17.5,4.5,4,127.01000439,37.39135106
406851706,tertiary,학현로,53.47,inside,inferred,inferred,inferred_nearest_family,yes,0,0,17.5,4.5,4,127.0110906,37.3909795
406854567,tertiary,하오개로,107.67,inside,matched,observed,route_no_ref_match,yes,0,0,35.356,29.722,205,127.02986457,37.39435659
406854568,tertiary,하오개로,89.46,inside,matched,observed,route_no_ref_match,yes,0,0,35.356,29.722,205,127.02878679,37.39414144
413458748,residential,교동길,301.73,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.96630031,37.33545058
413458749,residential,교동길,24.87,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.965877,37.33428305
418064356,primary,경수대로,376.55,inside,matched,observed,route_no_ref_match,yes,3.338,3.338,40.89,32.979,1558,126.97690493,37.34365861
418064358,primary,경수대로,17.28,inside,matched,observed,route_no_ref_match,yes,3.338,3.338,40.89,32.979,1558,126.97933905,37.34018625
418064359,primary,경수대로,16.63,inside,matched,observed,route_no_ref_match,yes,3.338,3.338,40.89,32.979,1558,126.9791129,37.3402139
418064360,primary,경수대로,171.12,inside,matched,observed,route_no_ref_match,yes,3.338,3.338,40.89,32.979,1558,126.97603595,37.34429432
418064370,cycleway,,189.81,inside,no_match,none,no_match,no,,미제공,,,,126.98365273,37.32963076
418064371,cycleway,,17.48,inside,no_match,none,no_match,no,,미제공,,,,126.9830932,37.3303672
418064372,primary,경수대로,878.35,crossing_boundary,matched,observed,route_no_ref_match,yes,3.338,3.338,40.89,32.979,1558,126.98633934,37.32492862
418064376,trunk_link,,129.27,inside,inferred,inferred,inferred_nearest_family,yes,0,0,57.511,25.275,131,126.9758949,37.33866525
418064384,trunk_link,,177.64,inside,inferred,inferred,inferred_nearest_family,yes,0,0,57.511,25.275,131,126.97581669,37.3392019
418064386,trunk_link,,94.36,inside,inferred,inferred,inferred_nearest_family,yes,0,0,57.511,25.275,131,126.97678178,37.34015431
418064387,trunk_link,,146.0,inside,inferred,inferred,inferred_nearest_family,yes,0,0,57.511,25.275,131,126.97478518,37.33780122
418064388,trunk_link,,97.45,inside,inferred,inferred,inferred_nearest_family,yes,0,0,57.511,25.275,131,126.97761617,37.34195951
418064391,trunk_link,,161.19,inside,inferred,inferred,inferred_nearest_family,yes,0,0,57.511,25.275,131,126.97463402,37.33800323
418064392,primary,고천지하차도,90.69,inside,matched,observed,route_no_ref_match,yes,3.338,3.338,40.89,32.979,1558,126.97764822,37.34251327
418064394,primary,고천지하차도,94.39,inside,matched,observed,route_no_ref_match,yes,3.338,3.338,40.89,32.979,1558,126.97757045,37.34242567
424598620,track,,1427.55,crossing_boundary,no_match,none,no_match,no,,미제공,,,,126.94766564,37.29545608
424598625,track,매실길,3476.93,crossing_boundary,no_match,none,no_match,no,,미제공,,,,126.95264721,37.28824068
424598626,unclassified,입북로59번길,669.09,crossing_boundary,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95087314,37.29762666
427366595,service,,246.56,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,127.01649242,37.39397456
427366596,track,,174.38,inside,no_match,none,no_match,no,,미제공,,,,127.01499063,37.39405986
427366597,unclassified,,5.07,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,127.017379,37.3944277
427366598,unclassified,,25.97,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,127.01734295,37.3945643
427366599,unclassified,,19.56,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,127.01727395,37.39476085
427366600,residential,,1062.17,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,127.01836062,37.39603565
427366601,unclassified,뒷골길,1033.82,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.99180252,37.38021731
427367139,unclassified,,525.45,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.99363059,37.38816155
427367140,unclassified,,12.16,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.99636435,37.3890589
427367141,service,,55.14,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.99669048,37.38874918
427669583,unclassified,,55.18,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.98886064,37.3834916
427669585,unclassified,,238.63,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.98773159,37.3844342
433199301,tertiary,성고개로,389.59,inside,inferred,inferred,inferred_nearest_family,yes,0,0,17.5,4.5,4,126.9893081,37.3983332
433199302,tertiary,성고개로,500.12,inside,inferred,inferred,inferred_nearest_family,yes,0,0,17.5,4.5,4,126.98801135,37.39483533
452597712,residential,한백이길,205.42,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.94971058,37.32209628
452597714,residential,부곡중앙로,67.82,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.9524658,37.32073365
452597715,residential,부곡중앙로,67.37,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.9529565,37.3207522
452597717,residential,부곡중앙로,66.9,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95343755,37.3207704
452597718,tertiary,부곡중앙로,28.8,inside,inferred,inferred,inferred_nearest_family,yes,0,0,17.5,4.5,4,126.94939537,37.32093648
452597719,residential,월암길,932.52,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95537142,37.30890437
452597720,tertiary,왕소나무길,206.62,inside,inferred,inferred,inferred_nearest_family,yes,0,0,17.5,4.5,4,126.95585436,37.30401232
452600813,residential,큰벌고개길,272.14,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95652136,37.31167245
452600814,residential,월암새터마을길,43.08,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95501015,37.31241075
452600815,unclassified,,532.22,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95261577,37.31211079
452600817,residential,부곡공원길,204.3,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95855388,37.31523751
452600818,residential,부곡중앙남5길,240.81,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95202622,37.31994043
452600819,service,,126.86,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95493535,37.31973852
452606474,tertiary_link,,91.85,inside,inferred,inferred,inferred_nearest_family,yes,0,0,17.5,4.5,4,126.95709535,37.33355219
452646573,tertiary,초평로,544.41,inside,inferred,inferred,inferred_nearest_family,yes,0,0,17.5,4.5,4,126.9412809,37.30711458
452646577,residential,,430.09,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.94169489,37.31263414
452646579,residential,윗새우대길,1103.15,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.93471764,37.31674981
452646584,residential,윗새우대북길,389.25,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.94037765,37.31598561
452646586,residential,송마루길,269.94,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.93906307,37.31452087
452646588,residential,천왕골길,412.8,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.93638899,37.31461462
452646591,residential,,133.34,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.93809864,37.31485204
452646593,residential,,131.46,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.93582219,37.31631639
452646595,residential,중간새우대길,370.27,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.93778422,37.31053295
452646597,residential,,238.55,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.93821997,37.30930943
452646599,residential,아랫새우대길,774.14,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.93928692,37.30732011
452646632,residential,잿말길,600.25,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95451633,37.30413392
452646636,residential,,26.8,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.96345075,37.30486925
452646638,residential,,38.98,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.9635949,37.3045966
452646640,residential,,42.72,crossing_boundary,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.96388015,37.3043265
452646658,residential,,5.67,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95795925,37.31123515
452646660,service,,117.54,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95851936,37.31426435
452646665,tertiary,왕송못동로,719.48,inside,inferred,inferred,inferred_nearest_family,yes,0,0,17.5,4.5,4,126.95290994,37.30813824
452646668,tertiary,왕송못동로,117.17,inside,inferred,inferred,inferred_nearest_family,yes,0,0,17.5,4.5,4,126.95596887,37.30537482
452646673,pedestrian,왕송못동로,609.16,inside,no_match,none,no_match,no,,미제공,,,,126.95082856,37.30736582
452646676,residential,왕송못동로,440.9,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95325871,37.30536078
452646679,footway,,49.09,inside,no_match,none,no_match,no,,미제공,,,,126.95113188,37.30738884
452646681,footway,,35.43,inside,no_match,none,no_match,no,,미제공,,,,126.95307772,37.30694802
452646683,residential,골잿말길,214.02,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95468687,37.30476515
452646685,unclassified,,146.21,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95351122,37.302938
452646687,footway,,189.35,inside,no_match,none,no_match,no,,미제공,,,,126.95170157,37.30923681
452646689,service,,38.68,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95793443,37.32445277
452646694,residential,솔밭길,114.18,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95281811,37.31769821
452646696,residential,,116.05,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95467525,37.31947495
452646698,residential,부곡복지관길,200.5,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.9551572,37.32207094
453505488,service,,358.31,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.98131839,37.37897628
453505504,residential,,173.23,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,127.02272096,37.39536414
453505505,residential,,110.29,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,127.02378544,37.3950622
453505506,residential,,87.81,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,127.02390877,37.39568126
458013296,tertiary,철도박물관로,187.02,inside,inferred,inferred,inferred_nearest_family,yes,0,0,17.5,4.5,4,126.95674159,37.31325138
458819066,unclassified,,132.99,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95708751,37.30234454
458823666,tertiary,왕송못동로,74.17,inside,inferred,inferred,inferred_nearest_family,yes,0,0,17.5,4.5,4,126.95665445,37.3053247
458823667,tertiary,왕송못동로,94.6,inside,inferred,inferred,inferred_nearest_family,yes,0,0,17.5,4.5,4,126.95763182,37.30610425
460120819,residential,괴말길,131.42,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95664385,37.3288334
460120821,motorway_link,,631.86,inside,inferred,inferred,inferred_nearest_family,yes,15.786,15.786,64.928,44.817,542,126.95694207,37.3278159
460120823,footway,,72.62,inside,no_match,none,no_match,no,,미제공,,,,126.95215887,37.30770538
460120824,footway,,78.23,inside,no_match,none,no_match,no,,미제공,,,,126.95257928,37.30742896
460120825,footway,,39.35,inside,no_match,none,no_match,no,,미제공,,,,126.95213997,37.30743993
461776049,residential,부곡시장길,210.07,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95109747,37.31935797
461776051,residential,부곡시장길,200.43,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95306131,37.31839014
462907008,tertiary,철도박물관로,46.39,inside,inferred,inferred,inferred_nearest_family,yes,0,0,17.5,4.5,4,126.94904686,37.32057122
462907009,service,솔밭1길,143.77,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95160899,37.31800455
462907010,service,솔밭길,61.37,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95097975,37.31792195
462907011,service,부곡초등3길,88.02,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.9496802,37.31745265
468211804,motorway_link,,805.28,inside,inferred,inferred,inferred_nearest_family,yes,7.236,7.236,62.317,61.545,123,126.96076496,37.32400417
468211809,motorway_link,,918.53,inside,inferred,inferred,inferred_nearest_family,yes,7.236,7.236,62.317,61.545,123,126.96135862,37.32352948
468222366,residential,,73.13,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.9771616,37.3502593
469290888,service,,90.03,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95148793,37.31563328
469290891,service,,58.77,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.9511492,37.31572165
469290893,service,,58.88,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95116275,37.3155078
469290895,service,,66.41,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95113345,37.315307
469290897,service,,79.86,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95192545,37.3158512
469290899,service,,79.87,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95193905,37.3156464
469290902,service,,42.41,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.9517408,37.31543775
469290904,service,,154.35,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95315095,37.31695468
469290906,service,,143.85,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95312386,37.31657977
469290908,service,,105.62,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95294205,37.31637575
469290910,service,,82.94,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95282685,37.3161579
469290912,service,,71.52,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95277565,37.31595475
470203417,tertiary,왕송못동로,45.36,inside,inferred,inferred,inferred_nearest_family,yes,0,0,17.5,4.5,4,126.94978427,37.32662989
470203418,tertiary,왕송못동로,328.67,inside,inferred,inferred,inferred_nearest_family,yes,0,0,17.5,4.5,4,126.94618415,37.32225449
470203419,tertiary,왕송못동로,40.97,inside,inferred,inferred,inferred_nearest_family,yes,0,0,17.5,4.5,4,126.94976766,37.32657216
470203420,tertiary,,447.68,crossing_boundary,inferred,inferred,inferred_highway_median,yes,0,0,17.5,4.5,35,126.94773349,37.32646907
470203421,tertiary,왕송못동로,68.92,inside,inferred,inferred,inferred_highway_median,yes,0,0,17.5,4.5,35,126.94711693,37.32459956
470203422,tertiary,,357.42,inside,inferred,inferred,inferred_highway_median,yes,0,0,17.5,4.5,35,126.94793934,37.32617324
470203423,unclassified,,297.12,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.94929856,37.32678358
470441216,service,부곡초등2길,50.8,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95119736,37.31625129
470450185,service,,138.33,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95526475,37.31541219
470848084,residential,장승길,94.64,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95525696,37.32074625
471463973,residential,,271.91,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.97727417,37.38658214
471465340,footway,,265.17,inside,no_match,none,no_match,no,,미제공,,,,126.97684193,37.38732578
471692507,steps,,15.07,inside,no_match,none,no_match,no,,미제공,,,,126.94864557,37.32137616
471692508,footway,,261.87,inside,no_match,none,no_match,no,,미제공,,,,126.94715924,37.32138992
471692509,footway,,20.16,inside,no_match,none,no_match,no,,미제공,,,,126.9484015,37.32134465
471692510,steps,,36.33,inside,no_match,none,no_match,no,,미제공,,,,126.94566755,37.32150047
471692512,pedestrian,,26.83,crossing_boundary,no_match,none,no_match,no,,미제공,,,,126.94543253,37.32202197
471692513,pedestrian,,19.94,inside,no_match,none,no_match,no,,미제공,,,,126.9456541,37.32190887
471692519,steps,,23.42,inside,no_match,none,no_match,no,,미제공,,,,126.945966,37.32124066
471692523,residential,부곡초등3길,53.33,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.953007,37.3174682
471693675,service,부곡시장1길,112.56,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.94964292,37.3195823
472039932,residential,부곡시장5길,100.92,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95354852,37.31963827
472039933,tertiary,왕송못동로,28.52,inside,inferred,inferred,inferred_highway_median,yes,0,0,17.5,4.5,35,126.95626125,37.304985
472039934,tertiary,덕영대로,436.25,inside,matched,observed,route_name_alias_match,yes,0,0,17.5,4.5,4,126.95903431,37.30447955
472039935,tertiary,덕영대로,787.42,inside,matched,observed,route_name_alias_match,yes,0,0,17.5,4.5,4,126.95797507,37.30973793
472039936,tertiary,덕영대로,350.88,inside,matched,observed,route_name_alias_match,yes,0,0,17.5,4.5,4,126.95753432,37.31978629
472039938,tertiary,오봉로,53.27,inside,matched,observed,route_name_alias_match,yes,0,0,17.5,4.5,4,126.97533497,37.34485977
472039940,tertiary,사천로,247.66,inside,inferred,inferred,inferred_highway_median,yes,0,0,17.5,4.5,35,126.97712554,37.34563716
472039942,tertiary,오전천로,293.19,inside,inferred,inferred,inferred_highway_median,yes,0,0,17.5,4.5,35,126.97467202,37.34973311
472039946,tertiary,고산로,154.67,inside,inferred,inferred,inferred_highway_median,yes,0,0,17.5,4.5,35,126.9704236,37.35238172
472039947,primary,경수대로,390.79,inside,matched,observed,route_no_ref_match,yes,3.338,3.338,40.89,32.979,1558,126.96795395,37.35643577
472039949,tertiary,원골로,338.33,inside,inferred,inferred,inferred_highway_median,yes,0,0,17.5,4.5,35,126.96777823,37.358743
472039952,tertiary,의왕군포로,39.17,inside,inferred,inferred,inferred_highway_median,yes,0,0,17.5,4.5,35,126.96511615,37.35856261
472039956,residential,고래들길,595.12,crossing_boundary,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.96156557,37.35900139
472039961,primary,흥안대로,386.42,crossing_boundary,matched,observed,route_no_ref_match,yes,0.325,0.325,43.276,24.483,949,126.97033076,37.37867007
472039963,tertiary,,14.77,crossing_boundary,inferred,inferred,inferred_highway_median,yes,0,0,17.5,4.5,35,126.96917265,37.3771977
472039965,tertiary,계원대학로,365.49,crossing_boundary,inferred,inferred,inferred_highway_median,yes,0,0,17.5,4.5,35,126.97338766,37.37968338
472039967,primary,흥안대로,402.99,crossing_boundary,matched,observed,route_no_ref_match,yes,0.325,0.325,43.276,24.483,949,126.97220175,37.38209174
472039970,primary,평촌지하도로,306.2,crossing_boundary,matched,observed,route_no_ref_match,yes,0.325,0.325,43.276,24.483,949,126.97266868,37.38676338
472039977,tertiary,학의로,846.96,crossing_boundary,inferred,inferred,inferred_highway_median,yes,0,0,17.5,4.5,35,126.9805299,37.39481432
472043937,residential,부곡초등3길,144.86,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95142997,37.31714613
472043938,residential,부곡중앙남1길,308.99,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95017388,37.31847426
472044777,tertiary,,783.76,crossing_boundary,inferred,inferred,inferred_highway_median,yes,0,0,17.5,4.5,35,126.96466273,37.30168579
472073232,primary,경수대로,179.62,inside,matched,observed,route_no_ref_match,yes,3.338,3.338,40.89,32.979,1558,126.97518086,37.34571629
472786842,residential,,62.17,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.97788645,37.3861467
472786843,residential,,65.36,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.97785135,37.3865659
472786844,residential,,65.03,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.9783155,37.3870215
473991415,tertiary,이당로,673.22,crossing_boundary,inferred,inferred,inferred_highway_median,yes,0,0,17.5,4.5,35,126.95669009,37.34132338
474083406,tertiary,번영로28번길,18.2,inside,inferred,inferred,inferred_highway_median,yes,0,0,17.5,4.5,35,126.94679417,37.32364073
474083407,tertiary,송부로,20.84,inside,inferred,inferred,inferred_highway_median,yes,0,0,17.5,4.5,35,126.94572478,37.32083898
474155661,service,,236.28,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95021919,37.31414587
474155662,service,,64.7,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95005046,37.31424683
474155663,footway,,72.52,inside,no_match,none,no_match,no,,미제공,,,,126.95078846,37.31445444
474155664,footway,,40.08,inside,no_match,none,no_match,no,,미제공,,,,126.95063225,37.3142725
474155667,tertiary,,27.39,crossing_boundary,inferred,inferred,inferred_highway_median,yes,0,0,17.5,4.5,35,126.9563282,37.30216835
